content_id,content_type,category,word_count,content_age_days,author_type,has_schema,internal_link_count,external_link_count,organic_clicks,organic_impressions,ctr,average_position,keyword_count,ranking_keywords,backlinks,domain_authority,sessions,bounce_rate,avg_session_duration,conversions,clicks_7d,clicks_30d,impressions_7d,impressions_30d,position_7d,position_30d,trend_direction,trend_pct,future_clicks,future_position,is_declining_label
CF-000085,guide,ecommerce,924,267,freelance,True,23,9,12,611,0.019639934533551555,80.0,8,8,82,57.30919571236305,89,0.31879298169032044,181.72807377747515,0,11,34,647,2934,80.0,73.0,down,-0.07627977955493906,26,73.0,1
CF-000086,blog,ecommerce,852,197,brand,False,11,6,15,67,0.22388059701492538,23.278966268985393,2,5,66,43.30322496398356,45,0.2695722724100481,139.66016211133743,0,10,46,50,152,21.0,20.0,down,-0.14941685627397203,53,18.0,1
CF-000087,landing_page,education,913,122,brand,True,29,4,34,270,0.1259259259259259,25.232881903439594,4,6,41,6.07952016577714,227,0.42029819984315964,150.5898019982415,2,22,116,274,1035,23.0,14.0,down,-0.1521990809390748,106,6.0,1
CF-000088,guide,ecommerce,392,105,freelance,False,17,2,512,2118,0.24173748819641172,25.64881868760085,18,14,47,36.88096400446653,4094,0.48183751359888327,270.0052363480843,26,460,1658,2048,10923,21.0,27.0,up,0.07869764595567544,1238,29.0,0
CF-000089,news,travel,1049,179,brand,False,10,8,443,6568,0.06744823386114494,38.65057523617958,3,8,47,17.649148337835744,1012,0.2904767532168869,124.02407626483969,12,463,2012,6172,29705,35.0,36.0,up,0.11084378041290376,2399,38.0,1
CF-000090,product_page,health,851,395,freelance,True,22,4,169,723,0.23374827109266944,25.668441475980366,8,6,71,40.22104045305222,474,0.17690367100931992,184.43095445587707,13,152,746,437,2040,26.0,31.0,down,-0.2516851337305527,561,25.0,0
CF-000091,news,health,1615,255,in_house,True,17,4,81,331,0.24471299093655588,21.936338636428985,4,6,62,33.09649587310718,402,0.42226348263084684,227.97417136298333,4,51,230,300,1215,30.0,34.0,down,-0.02109922453766372,187,26.0,0
CF-000092,news,ecommerce,733,174,freelance,False,13,7,27,116,0.23275862068965517,18.37403199210136,6,7,34,5.0,160,0.27384167724136443,174.41584363148917,0,28,122,80,392,8.0,5.0,up,0.12739464816296775,128,4.0,1
CF-000093,landing_page,health,947,316,brand,False,16,7,1129,17103,0.06601181079342805,49.851040000570876,5,3,65,31.769649064860797,4994,0.5326420297696487,70.18902747048574,10,1127,4001,13604,65991,56.0,54.0,up,0.17497210586840245,5030,47.0,0
CF-000094,news,travel,1698,184,in_house,False,23,3,9,50,0.18,29.191609788741417,18,13,54,26.79872664833109,65,0.4970667744030848,196.92403165423337,0,5,18,51,235,33.0,31.0,down,-0.23434709341417626,22,29.0,1
CF-000095,landing_page,technology,908,244,agency,True,20,2,561,3443,0.16293929712460065,39.99619542878149,8,8,69,45.74608179191259,1868,0.34263042531175725,85.31729341104239,39,534,2245,3134,15803,42.0,37.0,down,-0.10005307503528568,2804,32.0,1
CF-000096,landing_page,finance,829,204,in_house,True,19,3,27,236,0.11440677966101695,36.52099709485219,10,9,48,31.533111587919514,129,0.6373525392293388,135.77628600146792,2,19,81,137,473,37.0,42.0,down,-0.22795365380736704,73,38.0,1
CF-000097,guide,finance,553,274,freelance,True,19,7,213,2211,0.09633649932157395,34.90936157449524,1,5,67,47.03898561198018,683,0.35125899318429804,160.28520452325637,16,134,627,1250,3837,37.0,32.0,up,0.12142977374819983,511,34.0,1
CF-000098,guide,health,1308,108,agency,True,21,4,9,768,0.01171875,80.0,3,7,66,52.210668572936726,58,0.34130584382086504,93.71337869073722,0,8,43,672,3130,80.0,80.0,up,0.2365971089792881,38,80.0,1
CF-000099,blog,travel,502,7,freelance,False,17,6,25,234,0.10683760683760683,61.06713958801252,12,7,83,65.29465840054581,86,0.4332326288722233,152.40449431183407,0,16,78,154,743,61.0,57.0,up,0.04265578137852648,60,54.0,1
CF-000100,news,ecommerce,978,325,brand,True,19,2,36,192,0.1875,40.29776819681834,5,4,69,46.16426804512444,261,0.579067273131681,159.05720100362808,2,31,124,162,745,44.0,48.0,up,0.10696831134306402,126,39.0,1
CF-000101,blog,health,707,420,in_house,True,26,4,477,2405,0.19833679833679835,34.22227382731726,8,4,76,50.53985519394337,3094,0.533416661156485,174.8004279286214,20,377,1376,1377,4164,36.0,43.0,up,0.12091402027141639,1755,45.0,0
CF-000102,news,technology,793,7,in_house,True,15,3,844,3511,0.24038735403019082,19.923041184815574,3,6,61,39.754270000545134,4299,0.2960924936077458,212.24348380628578,31,726,3359,1958,10462,19.0,23.0,up,0.0943919819291481,2984,23.0,1
CF-000103,blog,travel,422,208,brand,False,14,9,12,66,0.18181818181818182,41.52791686026945,11,10,51,29.76334230233557,31,0.5402058438782433,53.547176597477915,0,7,29,53,258,40.0,44.0,up,0.16823774484612736,32,35.0,0
CF-000104,guide,technology,1252,108,freelance,True,21,7,940,5070,0.1854043392504931,41.10874145747438,15,9,71,51.48403826138858,6785,0.4681449103487506,70.02954209589805,40,573,1723,4592,17100,46.0,58.0,up,0.06993736485786342,1392,59.0,1
CF-000105,guide,education,766,321,brand,True,20,6,137,662,0.20694864048338368,29.426385518588596,14,12,71,45.073682989708594,748,0.35787287729411865,251.37365904621183,8,121,537,490,2012,30.0,34.0,up,0.1557516353269256,417,35.0,1
CF-000106,guide,ecommerce,485,219,freelance,True,23,5,444,1966,0.22583926754832145,29.797731841453782,3,3,68,43.57315901352481,3399,0.5835867141003386,119.81457681555722,11,252,909,1814,5992,28.0,31.0,up,0.14751344997913424,838,27.0,1
CF-000107,guide,finance,1225,712,freelance,True,18,3,121,580,0.20862068965517241,31.584429639890544,6,6,63,42.13526764633137,734,0.48252600755973113,122.92329714166058,3,91,322,614,2527,22.0,23.0,down,-0.0836907350975306,287,25.0,1
CF-000108,product_page,finance,698,131,freelance,True,16,2,71,4196,0.016920877025738797,80.0,13,11,66,38.84394808617904,394,0.42883693580289,50.50605719265043,1,46,181,3372,14781,77.0,79.0,up,0.21674271634107545,168,72.0,1
CF-000109,guide,technology,950,425,in_house,False,18,5,25,381,0.06561679790026247,44.78410259656667,4,6,58,33.92399708006825,145,0.6086100488025052,39.895326422641915,1,14,73,296,1206,42.0,41.0,up,0.11542186848145419,79,40.0,0
CF-000110,landing_page,health,1102,441,in_house,False,15,5,89,523,0.1701720841300191,30.472053779563524,9,9,57,42.43121487661735,360,0.40782530679237067,185.57058521795457,2,74,343,315,1599,34.0,43.0,up,0.08660525563196723,259,46.0,1
CF-000111,guide,technology,992,265,freelance,False,23,4,54,1422,0.0379746835443038,66.88220717929913,9,9,52,30.10887644155583,388,0.28548698309513043,51.89365326628747,0,39,185,858,3462,70.0,63.0,up,0.2327242264652678,159,68.0,1
CF-000112,product_page,education,191,185,agency,True,22,5,4,258,0.015503875968992248,80.0,6,8,76,61.91515315237863,23,0.42129220012599433,142.96981950684838,0,4,15,210,1013,80.0,80.0,down,-0.062368571743447135,17,79.0,1
CF-000113,product_page,technology,1058,195,freelance,True,21,4,14,280,0.05,62.95976654747285,6,11,68,46.60156484020695,36,0.2993652488560066,195.50655906796317,0,8,41,307,1339,62.0,60.0,down,-0.215072630858996,43,49.0,1
CF-000114,product_page,travel,819,181,freelance,False,20,5,149,913,0.16319824753559695,18.682591496591684,9,8,23,5.0,532,0.22299450256404954,90.19746123311236,2,87,346,919,3460,21.0,29.0,down,-0.21600695365183034,316,31.0,1
